1517201276135,on_foot:80;;walking:80;;still:8;;in_vehicle:6;;unknown:3;;on_bicycle:0,on_foot:80;;walking:80;;still:8;;in_vehicle:6;;unknown:3;;on_bicycle:0,,,,,
1517201281309,on_foot:78;;walking:78;;still:11;;in_vehicle:5;;unknown:4,on_foot:78;;walking:78;;still:11;;in_vehicle:5;;unknown:4,,,,,
1517201284889,,unknown:31;;on_foot:29;;walking:29;;still:9;;in_vehicle:8;;on_bicycle:8;;running:8,on_foot,STATE_CONFIRMED,25.041077, 121.557580,18.667
1517201287399,on_foot:35;;walking:35;;unknown:28;;still:9;;in_vehicle:8;;on_bicycle:7;;running:7,on_foot:35;;walking:35;;unknown:28;;still:9;;in_vehicle:8;;on_bicycle:7;;running:7,,,,,
1517201292550,on_foot:32;;walking:32;;unknown:28;;in_vehicle:11;;still:8;;on_bicycle:7;;running:7,on_foot:32;;walking:32;;unknown:28;;in_vehicle:11;;still:8;;on_bicycle:7;;running:7,,,,,
1517201294873,,on_foot:78;;walking:78;;still:11;;in_vehicle:5;;unknown:4,on_foot,STATE_CONFIRMED,25.039345,121.55609,18.667
1517201298357,on_foot:32;;walking:32;;unknown:27;;still:11;;in_vehicle:8;;on_bicycle:7;;running:7,on_foot:32;;walking:32;;unknown:27;;still:11;;in_vehicle:8;;on_bicycle:7;;running:7,,,,,
1517201377123,unknown:31;;on_foot:29;;walking:29;;still:10;;in_vehicle:8;;on_bicycle:8;;running:8,unknown:31;;on_foot:29;;walking:29;;still:10;;in_vehicle:8;;on_bicycle:8;;running:8,,,,,
1517201403295,on_foot:76;;walking:76;;still:12;;in_vehicle:5;;unknown:2;;on_bicycle:1,on_foot:76;;walking:76;;still:12;;in_vehicle:5;;unknown:2;;on_bicycle:1,,,,,
1517201404879,,on_foot:51;;walking:51;;unknown:18;;still:9;;in_vehicle:8;;on_bicycle:4;;running:4,on_foot,STATE_SUSPECTING_STOP,25.039326,121.55611,22.432
1517201409183,on_foot:48;;walking:48;;unknown:21;;still:9;;in_vehicle:7;;on_bicycle:5;;running:5,on_foot:48;;walking:48;;unknown:21;;still:9;;in_vehicle:7;;on_bicycle:5;;running:5,,,,,
1517201414269,on_foot:34;;walking:34;;unknown:28;;still:10;;in_vehicle:7;;on_bicycle:7;;running:7,on_foot:34;;walking:34;;unknown:28;;still:10;;in_vehicle:7;;on_bicycle:7;;running:7,,,,,
1517201634878,,still:73;;in_vehicle:13;;on_foot:5;;walking:5;;unknown:2;;on_bicycle:1,on_foot,STATE_SUSPECTING_STOP,25.039347,121.55611,21.877
1517201635405,still:53;;in_vehicle:15;;on_foot:15;;walking:15;;unknown:3;;on_bicycle:1,still:53;;in_vehicle:15;;on_foot:15;;walking:15;;unknown:3;;on_bicycle:1,,,,,
1517201640506,still:45;;in_vehicle:20;;on_foot:16;;walking:16;;on_bicycle:3;;unknown:3,still:45;;in_vehicle:20;;on_foot:16;;walking:16;;on_bicycle:3;;unknown:3,,,,,
1517201644881,,still:77;;in_vehicle:10;;on_foot:2;;unknown:2;;walking:2;;on_bicycle:1,on_foot,STATE_SUSPECTING_STOP,25.039347,121.55611,21.877
1517201645613,still:82;;in_vehicle:8;;unknown:3;;on_foot:2;;walking:2,still:82;;in_vehicle:8;;unknown:3;;on_foot:2;;walking:2,,,,,
1517201650741,still:62;;in_vehicle:17;;on_foot:5;;walking:5;;on_bicycle:2;;unknown:2,still:62;;in_vehicle:17;;on_foot:5;;walking:5;;on_bicycle:2;;unknown:2,,,,,
1517201654885,,still:45;;in_vehicle:20;;on_foot:16;;walking:16;;on_bicycle:3;;unknown:3,on_foot,STATE_CONFIRMED,25.039347,121.55611,21.877
1517201655849,still:77;;in_vehicle:10;;on_foot:2;;unknown:2;;walking:2;;on_bicycle:1,still:77;;in_vehicle:10;;on_foot:2;;unknown:2;;walking:2;;on_bicycle:1,,,,,
1517201660978,still:58;;in_vehicle:21;;on_bicycle:3;;on_foot:3;;walking:3;;unknown:2,still:58;;in_vehicle:21;;on_bicycle:3;;on_foot:3;;walking:3;;unknown:2,,,,,
1517201664899,,still:62;;in_vehicle:17;;on_foot:5;;walking:5;;on_bicycle:2;;unknown:2,on_foot,STATE_SUSPECTING_STOP,25.039347,121.55611,21.877
1517201666155,still:82;;in_vehicle:10;;on_foot:4;;walking:4;;unknown:2;;on_bicycle:1,still:82;;in_vehicle:10;;on_foot:4;;walking:4;;unknown:2;;on_bicycle:1,,,,,
1517201671338,still:83;;on_foot:9;;walking:9;;in_vehicle:4;;unknown:2;;on_bicycle:1,still:83;;on_foot:9;;walking:9;;in_vehicle:4;;unknown:2;;on_bicycle:1,,,,,
1517201674879,,still:58;;in_vehicle:21;;on_bicycle:3;;on_foot:3;;walking:3;;unknown:2,on_foot,STATE_SUSPECTING_STOP,25.039347,121.55611,21.877
1517201676510,still:86;;in_vehicle:6;;unknown:3;;on_foot:2;;walking:2,still:86;;in_vehicle:6;;unknown:3;;on_foot:2;;walking:2,,,,,
1517201681667,still:72;;in_vehicle:10;;on_foot:4;;walking:4;;unknown:3;;on_bicycle:2,still:72;;in_vehicle:10;;on_foot:4;;walking:4;;unknown:3;;on_bicycle:2,,,,,
1517201684879,,still:83;;on_foot:9;;walking:9;;in_vehicle:4;;unknown:2;;on_bicycle:1,on_foot,STATE_SUSPECTING_STOP,25.039347,121.55611,21.877
1517201686830,still:79;;in_vehicle:7;;on_foot:3;;unknown:3;;walking:3;;on_bicycle:1,still:79;;in_vehicle:7;;on_foot:3;;unknown:3;;walking:3;;on_bicycle:1,,,,,
1517201691998,still:74;;in_vehicle:10;;on_foot:4;;walking:4;;on_bicycle:2;;unknown:2,still:74;;in_vehicle:10;;on_foot:4;;walking:4;;on_bicycle:2;;unknown:2,,,,,
1517201694901,,still:72;;in_vehicle:10;;on_foot:4;;walking:4;;unknown:3;;on_bicycle:2,on_foot,STATE_CONFIRMED,25.039347,121.55611,21.877
1517201697160,still:81;;in_vehicle:10;;on_foot:2;;unknown:2;;walking:2,still:81;;in_vehicle:10;;on_foot:2;;unknown:2;;walking:2,,,,,
1517201702262,still:69;;in_vehicle:14;;on_foot:3;;unknown:3;;walking:3;;on_bicycle:1,still:69;;in_vehicle:14;;on_foot:3;;unknown:3;;walking:3;;on_bicycle:1,,,,,
1517201704875,,still:74;;in_vehicle:10;;on_foot:4;;walking:4;;on_bicycle:2;;unknown:2,on_foot,STATE_SUSPECTING_STOP,25.039347,121.55611,21.877
1517201707415,still:83;;on_foot:8;;walking:8;;in_vehicle:5;;unknown:2;;on_bicycle:1,still:83;;on_foot:8;;walking:8;;in_vehicle:5;;unknown:2;;on_bicycle:1,,,,,
1517201712576,still:84;;on_foot:7;;walking:7;;in_vehicle:4;;unknown:3;;on_bicycle:1,still:84;;on_foot:7;;walking:7;;in_vehicle:4;;unknown:3;;on_bicycle:1,,,,,
1517201714885,,still:69;;in_vehicle:14;;on_foot:3;;unknown:3;;walking:3;;on_bicycle:1,on_foot,STATE_SUSPECTING_STOP,25.039347,121.55611,21.877
1517201717723,still:67;;in_vehicle:13;;on_foot:6;;walking:6;;unknown:3;;on_bicycle:1,still:67;;in_vehicle:13;;on_foot:6;;walking:6;;unknown:3;;on_bicycle:1,,,,,
1517201722825,still:79;;in_vehicle:7;;on_foot:3;;unknown:3;;walking:3;;on_bicycle:1,still:79;;in_vehicle:7;;on_foot:3;;unknown:3;;walking:3;;on_bicycle:1,,,,,
1517201724878,,still:84;;on_foot:7;;walking:7;;in_vehicle:4;;unknown:3;;on_bicycle:1,on_foot,STATE_SUSPECTING_STOP,25.039347,121.55611,21.877
1517201727954,still:91;;unknown:4;;in_vehicle:3;;on_foot:1;;walking:1,still:91;;unknown:4;;in_vehicle:3;;on_foot:1;;walking:1,,,,,
1517201733078,still:75;;in_vehicle:9;;on_foot:3;;unknown:3;;walking:3;;on_bicycle:1,still:75;;in_vehicle:9;;on_foot:3;;unknown:3;;walking:3;;on_bicycle:1,,,,,
1517201734895,,still:79;;in_vehicle:7;;on_foot:3;;unknown:3;;walking:3;;on_bicycle:1,on_foot,STATE_CONFIRMED,25.039347,121.55611,21.877
1517201738265,still:49;;in_vehicle:19;;on_foot:12;;walking:12;;on_bicycle:5;;unknown:3,still:49;;in_vehicle:19;;on_foot:12;;walking:12;;on_bicycle:5;;unknown:3,,,,,
1517201743457,still:66;;in_vehicle:11;;on_foot:6;;walking:6;;on_bicycle:3;;unknown:3,still:66;;in_vehicle:11;;on_foot:6;;walking:6;;on_bicycle:3;;unknown:3,,,,,
1517201744878,,still:75;;in_vehicle:9;;on_foot:3;;unknown:3;;walking:3;;on_bicycle:1,on_foot,STATE_SUSPECTING_STOP,25.039347,121.55611,21.877
1517201748630,still:72;;in_vehicle:8;;on_bicycle:5;;on_foot:5;;walking:5;;unknown:3,still:72;;in_vehicle:8;;on_bicycle:5;;on_foot:5;;walking:5;;unknown:3,,,,,
1517201753782,still:83;;on_foot:5;;walking:5;;in_vehicle:4;;on_bicycle:2;;unknown:2,still:83;;on_foot:5;;walking:5;;in_vehicle:4;;on_bicycle:2;;unknown:2,,,,,
1517201754883,,still:66;;in_vehicle:11;;on_foot:6;;walking:6;;on_bicycle:3;;unknown:3,on_foot,STATE_SUSPECTING_STOP,25.039347,121.55611,21.877
1517201758930,still:68;;in_vehicle:10;;on_foot:7;;walking:7;;on_bicycle:3;;unknown:2,still:68;;in_vehicle:10;;on_foot:7;;walking:7;;on_bicycle:3;;unknown:2,,,,,
1517201764659,still:56;;in_vehicle:17;;on_foot:8;;walking:8;;unknown:3;;on_bicycle:2,still:56;;in_vehicle:17;;on_foot:8;;walking:8;;unknown:3;;on_bicycle:2,,,,,
1517201764877,,still:83;;on_foot:5;;walking:5;;in_vehicle:4;;on_bicycle:2;;unknown:2,on_foot,STATE_SUSPECTING_STOP,25.039347,121.55611,21.877
1517201770028,tilting:100,tilting:100,,,,,
1517201770166,still:52;;in_vehicle:28;;on_foot:7;;walking:7;;unknown:3;;on_bicycle:2,still:52;;in_vehicle:28;;on_foot:7;;walking:7;;unknown:3;;on_bicycle:2,,,,,
1517201775917,still:100,still:100,,,,,
1517201781996,still:68;;in_vehicle:15;;unknown:3;;on_foot:2;;walking:2;;on_bicycle:1,still:68;;in_vehicle:15;;unknown:3;;on_foot:2;;walking:2;;on_bicycle:1,,,,,
1517201787185,still:100,still:100,,,,,
1517201793504,still:100,still:100,,,,,
1517201799900,still:99;;unknown:1,still:99;;unknown:1,,,,,
1517201805412,still:65;;in_vehicle:16;;on_foot:3;;unknown:3;;walking:3;;on_bicycle:1,still:65;;in_vehicle:16;;on_foot:3;;unknown:3;;walking:3;;on_bicycle:1,,,,,
1517201810931,still:76;;in_vehicle:12;;unknown:3;;on_foot:2;;walking:2,still:76;;in_vehicle:12;;unknown:3;;on_foot:2;;walking:2,,,,,
1517201811719,,still:56;;in_vehicle:17;;on_foot:8;;walking:8;;unknown:3;;on_bicycle:2,on_foot,STATE_CONFIRMED,25.039347,121.55611,21.877
1517201817198,still:56;;in_vehicle:17;;on_foot:4;;unknown:4;;walking:4;;on_bicycle:2,still:56;;in_vehicle:17;;on_foot:4;;unknown:4;;walking:4;;on_bicycle:2,,,,,
1517201822612,still:51;;in_vehicle:28;;on_foot:3;;walking:3;;unknown:2;;on_bicycle:1,still:51;;in_vehicle:28;;on_foot:3;;walking:3;;unknown:2;;on_bicycle:1,,,,,
1517201827806,still:71;;in_vehicle:15;;on_foot:3;;unknown:3;;walking:3;;on_bicycle:1,still:71;;in_vehicle:15;;on_foot:3;;unknown:3;;walking:3;;on_bicycle:1,,,,,
1517201833946,unknown:27;;still:24;;in_vehicle:15;;on_foot:8;;walking:8;;on_bicycle:7;;running:7,unknown:27;;still:24;;in_vehicle:15;;on_foot:8;;walking:8;;on_bicycle:7;;running:7,,,,,
1517201839483,still:65;;in_vehicle:18;;on_foot:2;;unknown:2;;walking:2;;on_bicycle:0,still:65;;in_vehicle:18;;on_foot:2;;unknown:2;;walking:2;;on_bicycle:0,,,,,
1517201842818,,still:76;;in_vehicle:12;;unknown:3;;on_foot:2;;walking:2,on_foot,STATE_SUSPECTING_STOP,25.039347,121.55611,21.877
1517201849803,still:59;;in_vehicle:20;;on_foot:4;;walking:4;;unknown:3;;on_bicycle:1,still:59;;in_vehicle:20;;on_foot:4;;walking:4;;unknown:3;;on_bicycle:1,,,,,
1517201854851,tilting:100,tilting:100,,,,,
1517201854997,still:42;;in_vehicle:24;;on_foot:5;;walking:5;;unknown:3;;on_bicycle:2,still:42;;in_vehicle:24;;on_foot:5;;walking:5;;unknown:3;;on_bicycle:2,,,,,
1517201857357,,still:65;;in_vehicle:18;;on_foot:2;;unknown:2;;walking:2;;on_bicycle:0,on_foot,STATE_SUSPECTING_STOP,25.039331,121.556114,22.649
1517201860110,still:72;;in_vehicle:12;;on_foot:5;;walking:5;;unknown:2;;on_bicycle:1,still:72;;in_vehicle:12;;on_foot:5;;walking:5;;unknown:2;;on_bicycle:1,,,,,
1517201865202,still:72;;on_foot:11;;walking:11;;in_vehicle:7;;unknown:3;;on_bicycle:1,still:72;;on_foot:11;;walking:11;;in_vehicle:7;;unknown:3;;on_bicycle:1,,,,,
1517201867354,,still:42;;in_vehicle:24;;on_foot:5;;walking:5;;unknown:3;;on_bicycle:2,on_foot,STATE_SUSPECTING_STOP,25.039331,121.556114,22.649
1517201870859,still:43;;in_vehicle:21;;on_foot:15;;walking:15;;unknown:4,still:43;;in_vehicle:21;;on_foot:15;;walking:15;;unknown:4,,,,,
1517201876136,still:51;;on_foot:19;;walking:19;;in_vehicle:14;;unknown:3;;on_bicycle:1,still:51;;on_foot:19;;walking:19;;in_vehicle:14;;unknown:3;;on_bicycle:1,,,,,
1517201877363,,still:72;;on_foot:11;;walking:11;;in_vehicle:7;;unknown:3;;on_bicycle:1,on_foot,STATE_CONFIRMED,25.039331,121.556114,22.649
1517201881251,still:60;;in_vehicle:13;;on_foot:12;;walking:12;;unknown:2;;on_bicycle:1,still:60;;in_vehicle:13;;on_foot:12;;walking:12;;unknown:2;;on_bicycle:1,,,,,
1517201886436,still:27;;unknown:22;;on_foot:18;;walking:18;;in_vehicle:12;;on_bicycle:6;;running:5,still:27;;unknown:22;;on_foot:18;;walking:18;;in_vehicle:12;;on_bicycle:6;;running:5,,,,,
1517201887349,,still:51;;on_foot:19;;walking:19;;in_vehicle:14;;unknown:3;;on_bicycle:1,on_foot,STATE_SUSPECTING_STOP,25.039331,121.556114,22.649
1517201891475,still:53;;in_vehicle:22;;on_foot:3;;unknown:3;;walking:3,still:53;;in_vehicle:22;;on_foot:3;;unknown:3;;walking:3,,,,,
1517201896660,still:60;;in_vehicle:12;;on_foot:12;;walking:12;;unknown:3;;on_bicycle:1,still:60;;in_vehicle:12;;on_foot:12;;walking:12;;unknown:3;;on_bicycle:1,,,,,
1517201897345,,still:27;;unknown:22;;on_foot:18;;walking:18;;in_vehicle:12;;on_bicycle:6;;running:5,on_foot,STATE_SUSPECTING_STOP,25.039331,121.556114,22.649
1517201901371,still:33;;unknown:22;;in_vehicle:14;;on_foot:10;;walking:10;;on_bicycle:6;;running:5,still:33;;unknown:22;;in_vehicle:14;;on_foot:10;;walking:10;;on_bicycle:6;;running:5,,,,,
1517201906714,still:47;;in_vehicle:24;;on_foot:6;;walking:6;;unknown:3,still:47;;in_vehicle:24;;on_foot:6;;walking:6;;unknown:3,,,,,
1517201907345,,still:60;;in_vehicle:12;;on_foot:12;;walking:12;;unknown:3;;on_bicycle:1,on_foot,STATE_SUSPECTING_STOP,25.039503,121.55573,600
1517201912457,still:75;;in_vehicle:12;;unknown:3;;on_foot:2;;walking:2,still:75;;in_vehicle:12;;unknown:3;;on_foot:2;;walking:2,,,,,
1517201917353,,still:47;;in_vehicle:24;;on_foot:6;;walking:6;;unknown:3,on_foot,STATE_SUSPECTING_STOP,25.039503,121.55573,600
1517201917595,still:43;;in_vehicle:21;;on_foot:17;;walking:17;;unknown:3;;on_bicycle:1,still:43;;in_vehicle:21;;on_foot:17;;walking:17;;unknown:3;;on_bicycle:1,,,,,
1517201922743,still:73;;in_vehicle:11;;on_foot:4;;walking:4;;unknown:3;;on_bicycle:1,still:73;;in_vehicle:11;;on_foot:4;;walking:4;;unknown:3;;on_bicycle:1,,,,,
1517201927354,,still:75;;in_vehicle:12;;unknown:3;;on_foot:2;;walking:2,on_foot,STATE_CONFIRMED,25.039278,121.556114,22.586
1517201927877,still:50;;unknown:22;;in_vehicle:7;;on_bicycle:6;;on_foot:6;;walking:6;;running:5,still:50;;unknown:22;;in_vehicle:7;;on_bicycle:6;;on_foot:6;;walking:6;;running:5,,,,,
1517201932968,still:58;;in_vehicle:15;;on_foot:11;;walking:11;;unknown:3;;on_bicycle:1,still:58;;in_vehicle:15;;on_foot:11;;walking:11;;unknown:3;;on_bicycle:1,,,,,
1517201937343,,still:73;;in_vehicle:11;;on_foot:4;;walking:4;;unknown:3;;on_bicycle:1,on_foot,STATE_SUSPECTING_STOP,25.039278,121.556114,22.586
1517201938092,still:83;;in_vehicle:8;;on_foot:2;;unknown:2;;walking:2,still:83;;in_vehicle:8;;on_foot:2;;unknown:2;;walking:2,,,,,
